PID,Age,Sex,Home_X,Home_Y,excluded-modes,income,rank,valueOfTime,Household_ID,Household_num_vehicles,Household_income [$]
100-2016000364640-0132619,8,M,683538.2803495,4826031.3754855,car,0.0,2,18.0,100-2016000364640-0,5,93356.0
100-2016000364640-0132663,2,F,683538.2803495,4826031.3754855,car,0.0,8,18.0,100-2016000364640-0,5,93356.0
100-2016000364640-0132707,47,F,683538.2803495,4826031.3754855,,13212.0,1,18.0,100-2016000364640-0,5,93356.0
100-2016000470241-0135436,74,F,683953.9129844999,4828469.540351,,13337.0,1,18.0,100-2016000470241-0,2,25722.0
100-2016000504369-0136289,73,M,679994.044708,4826524.1135019995,,0.0,1,18.0,100-2016000504369-0,2,8802.0
100-2016000510160-0136501,59,M,681004.7847394999,4825903.3722155,,78773.0,4,18.0,100-2016000510160-0,5,85505.0
100-2016000510160-0136574,1,M,681004.7847394999,4825903.3722155,car,0.0,1,18.0,100-2016000510160-0,5,85505.0
100-2016000510160-0136647,11,M,681004.7847394999,4825903.3722155,car,0.0,5,18.0,100-2016000510160-0,5,85505.0
100-2016000510160-0136720,3,F,681004.7847394999,4825903.3722155,car,0.0,3,18.0,100-2016000510160-0,5,85505.0
100-2016000510160-0136793,18,F,681004.7847394999,4825903.3722155,,14109.0,0,18.0,100-2016000510160-0,5,85505.0
100-2016000512639-0137099,42,M,682153.631244,4825881.229432501,,57859.0,1,18.0,100-2016000512639-0,3,1090.0
100-2016000512639-0137143,56,F,682219.797983,4825860.848631499,,0.0,2,18.0,100-2016000512639-0,3,1090.0
100-2016000523072-0137205,45,M,683970.6833325,4827790.890675999,,0.0,1,18.0,100-2016000523072-0,2,4735.0
100-2016000544078-0137534,20,M,685233.849302,4829612.160273001,,25226.0,2,18.0,100-2016000544078-0,5,53383.0
100-2016000544078-0137597,53,F,685233.849302,4829612.160273001,,0.0,1,18.0,100-2016000544078-0,5,53383.0
100-2016000544078-0137660,12,F,685233.849302,4829612.160273001,car,0.0,3,18.0,100-2016000544078-0,5,53383.0
100-2016000544078-0137723,15,M,685233.849302,4829612.160273001,car,0.0,0,18.0,100-2016000544078-0,5,53383.0
100-2016000614752-0139421,23,F,684196.6692615,4827302.4123595,,0.0,1,18.0,100-2016000614752-0,3,144725.0
100-2016000614752-0139463,18,F,684196.6692615,4827302.4123595,,11593.0,0,18.0,100-2016000614752-0,3,144725.0
100-2016000697205-0141592,22,M,684837.717329,4827199.540049501,,1690.0,1,18.0,100-2016000697205-0,2,24334.0
100-2016000749016-0142516,66,M,684918.539403,4830214.1264545005,,129890.0,0,18.0,100-2016000749016-0,2,34395.0
100-2016000754575-0142558,53,F,684196.6692615,4827302.4123595,,18701.0,1,18.0,100-2016000754575-0,2,29765.0
100-2016000837646-0144963,71,M,684918.539403,4830214.1264545005,,0.0,1,18.0,100-2016000837646-0,2,17370.0
100-2016000874667-0145209,60,M,681004.7847394999,4825903.3722155,,25644.0,1,18.0,100-2016000874667-0,5,141304.0
100-2016000874667-0145297,46,F,681004.7847394999,4825903.3722155,,31290.0,2,18.0,100-2016000874667-0,5,141304.0
100-2016000874667-0145385,11,F,681004.7847394999,4825903.3722155,car,0.0,4,18.0,100-2016000874667-0,5,141304.0
100-2016000874667-0145473,7,F,681004.7847394999,4825903.3722155,car,0.0,0,18.0,100-2016000874667-0,5,141304.0
100-2016000874667-0145561,9,M,681004.7847394999,4825903.3722155,car,0.0,3,18.0,100-2016000874667-0,5,141304.0
100-2016001216686-0151225,47,M,683212.6881929999,4826099.558321,,27393.0,5,18.0,100-2016001216686-0,5,65144.0
100-2016001216686-0151262,33,F,683212.6881929999,4826099.558321,,4497.0,2,18.0,100-2016001216686-0,5,65144.0
100-2016001216686-0151299,5,F,683212.6881929999,4826099.558321,car,0.0,1,18.0,100-2016001216686-0,5,65144.0
100-2016001216686-0151336,7,F,683212.6881929999,4826099.558321,car,0.0,3,18.0,100-2016001216686-0,5,65144.0
100-2016001216686-0151373,16,M,683212.6881929999,4826099.558321,,0.0,0,18.0,100-2016001216686-0,5,65144.0
100-2016001467581-0156397,32,F,686230.8628819999,4827887.608369,,6385.0,2,18.0,100-2016001467581-0,3,134151.0
100-2016001467581-0156440,18,M,686074.3325390001,4828028.423146,,18131.0,1,18.0,100-2016001467581-0,3,134151.0
100-2016001499973-0157539,74,M,683970.6833325,4827790.890675999,,51652.0,0,18.0,100-2016001499973-0,3,9936.0
100-2016001499973-0157572,68,F,683970.6833325,4827790.890675999,,20863.0,2,18.0,100-2016001499973-0,3,9936.0
1001-2012000039960-1397,27,F,679230.539552,4823680.0896245,,24003.0,0,18.0,1001-2012000039960-1,2,22552.0
1001-2012000156497-02767,60,F,679230.539552,4823680.0896245,,25850.0,5,18.0,1001-2012000156497-0,5,54162.0
1001-2012000156497-02805,3,M,679230.539552,4823680.0896245,car,0.0,2,18.0,1001-2012000156497-0,5,54162.0
1001-2012000156497-02843,11,M,679230.539552,4823680.0896245,car,0.0,3,18.0,1001-2012000156497-0,5,54162.0
1001-2012000156497-02881,7,M,679230.539552,4823680.0896245,car,0.0,4,18.0,1001-2012000156497-0,5,54162.0
1001-2012000156497-02919,7,F,679230.539552,4823680.0896245,car,0.0,0,18.0,1001-2012000156497-0,5,54162.0
1001-2012000156497-02957,48,F,679230.539552,4823680.0896245,,42720.0,1,18.0,1001-2012000156497-0,5,54162.0
1001-2012000207266-04179,28,M,678869.4525045,4823387.1305835005,,16320.0,0,18.0,1001-2012000207266-0,2,19540.0
1001-2012000442109-09239,37,M,679284.4543925,4825109.1272805,,0.0,2,18.0,1001-2012000442109-0,4,54820.0
1001-2012000442109-09287,41,F,679361.57661,4825047.880704001,,44981.0,1,18.0,1001-2012000442109-0,4,54820.0
1001-2012000442109-09335,10,F,679361.57661,4825047.880704001,car,0.0,3,18.0,1001-2012000442109-0,4,54820.0
1001-2012000444431-09482,70,F,678869.4525045,4823387.1305835005,,38093.0,1,18.0,1001-2012000444431-0,3,96205.0
1001-2012000444431-09529,46,F,678869.4525045,4823387.1305835005,,70751.0,0,18.0,1001-2012000444431-0,3,96205.0
1001-2012000457821-09626,57,F,678869.4525045,4823387.1305835005,,0.0,0,18.0,1001-2012000457821-0,2,20675.0
1001-2012000493995-010036,49,M,679230.539552,4823680.0896245,,73857.0,1,18.0,1001-2012000493995-0,3,36613.0
1001-2012000493995-010074,37,F,679230.539552,4823680.0896245,,77364.0,2,18.0,1001-2012000493995-0,3,36613.0
1001-2012000659907-013210,74,M,679361.57661,4825047.880704001,,0.0,0,18.0,1001-2012000659907-0,3,4354.0
1001-2012000659907-013251,65,F,679284.4543925,4825109.1272805,,17361.0,1,18.0,1001-2012000659907-0,3,4354.0
1001-2012000826404-016421,65,M,678869.4525045,4823387.1305835005,,0.0,2,18.0,1001-2012000826404-0,3,41933.0
1001-2012000826404-016464,70,F,678869.4525045,4823387.1305835005,,0.0,1,18.0,1001-2012000826404-0,3,41933.0
1001-2012000836407-016706,30,F,679361.57661,4825047.880704001,,27078.0,2,18.0,1001-2012000836407-0,5,24819.0
1001-2012000836407-016768,21,M,679361.57661,4825047.880704001,,29155.0,0,18.0,1001-2012000836407-0,5,24819.0
1001-2012000836407-016830,9,F,679284.4543925,4825109.1272805,car,0.0,1,18.0,1001-2012000836407-0,5,24819.0
1001-2012000836407-016892,14,M,679361.57661,4825047.880704001,car,0.0,3,18.0,1001-2012000836407-0,5,24819.0
1001-2012000882767-017986,25,F,678869.4525045,4823387.1305835005,,9687.0,1,18.0,1001-2012000882767-0,4,56141.0
1001-2012000882767-018023,7,F,678869.4525045,4823387.1305835005,car,0.0,2,18.0,1001-2012000882767-0,4,56141.0
1001-2012000882767-018060,27,M,678869.4525045,4823387.1305835005,,34184.0,3,18.0,1001-2012000882767-0,4,56141.0
1001-2012000903731-018309,42,F,678869.4525045,4823387.1305835005,,66824.0,2,18.0,1001-2012000903731-0,3,145075.0
1001-2012000903731-018349,37,F,678869.4525045,4823387.1305835005,,39870.0,1,18.0,1001-2012000903731-0,3,145075.0
1001-2012000987013-020211,27,M,678869.4525045,4823387.1305835005,,29035.0,3,18.0,1001-2012000987013-0,5,46167.0
1001-2012000987013-020255,30,F,678869.4525045,4823387.1305835005,,0.0,1,18.0,1001-2012000987013-0,5,46167.0
1001-2012000987013-020299,1,F,678869.4525045,4823387.1305835005,car,0.0,2,18.0,1001-2012000987013-0,5,46167.0
1001-2012000987013-020343,2,M,678869.4525045,4823387.1305835005,car,0.0,0,18.0,1001-2012000987013-0,5,46167.0
1001-2012001226146-024021,26,M,679803.9868685,4823541.669526501,,27198.0,0,18.0,1001-2012001226146-0,3,23692.0
1001-2012001226146-024060,27,F,679803.9868685,4823541.669526501,,0.0,1,18.0,1001-2012001226146-0,3,23692.0
1001-2012001287756-025027,69,F,679284.4543925,4825109.1272805,,0.0,2,18.0,1001-2012001287756-0,3,18783.0
1001-2012001287756-025067,68,M,679361.57661,4825047.880704001,,0.0,0,18.0,1001-2012001287756-0,3,18783.0
1001-2012001307179-025335,50,F,678869.4525045,4823387.1305835005,,57349.0,0,18.0,1001-2012001307179-0,3,140210.0
1001-2012001307179-025406,70,M,678869.4525045,4823387.1305835005,,14603.0,2,18.0,1001-2012001307179-0,3,140210.0
1001-2012001377121-027158,38,F,679361.57661,4825047.880704001,,17918.0,4,18.0,1001-2012001377121-0,5,128487.0
1001-2012001377121-027191,60,M,679284.4543925,4825109.1272805,,134627.0,0,18.0,1001-2012001377121-0,5,128487.0
1001-2012001377121-027224,25,M,679361.57661,4825047.880704001,,21310.0,2,18.0,1001-2012001377121-0,5,128487.0
1001-2012001377121-027257,27,F,679361.57661,4825047.880704001,,13611.0,3,18.0,1001-2012001377121-0,5,128487.0
1001-2012001382026-027329,23,F,678869.4525045,4823387.1305835005,,20307.0,2,18.0,1001-2012001382026-0,5,7441.0
1001-2012001382026-027369,3,F,678869.4525045,4823387.1305835005,car,0.0,4,18.0,1001-2012001382026-0,5,7441.0
1001-2012001382026-027409,8,M,678869.4525045,4823387.1305835005,car,0.0,3,18.0,1001-2012001382026-0,5,7441.0
1001-2012001382026-027449,21,M,678869.4525045,4823387.1305835005,,37005.0,0,18.0,1001-2012001382026-0,5,7441.0
1001-2012001404956-028057,33,M,679284.4543925,4825109.1272805,,21600.0,0,18.0,1001-2012001404956-0,3,112972.0
1001-2012001404956-028085,33,F,679361.57661,4825047.880704001,,39396.0,2,18.0,1001-2012001404956-0,3,112972.0
1001-2012001491756-029557,48,M,678869.4525045,4823387.1305835005,,36698.0,1,18.0,1001-2012001491756-0,2,28511.0
1001-2013000107064-032068,37,F,678869.4525045,4823387.1305835005,,42886.0,1,18.0,1001-2013000107064-0,3,99398.0
1001-2013000107064-032099,48,M,678869.4525045,4823387.1305835005,,35055.0,2,18.0,1001-2013000107064-0,3,99398.0
1001-2013000168908-033235,48,M,679284.4543925,4825109.1272805,,38221.0,1,18.0,1001-2013000168908-0,3,93295.0
1001-2013000168908-033348,53,F,679361.57661,4825047.880704001,,0.0,2,18.0,1001-2013000168908-0,3,93295.0
1001-2013000178929-033446,22,M,679284.4543925,4825109.1272805,,31884.0,0,18.0,1001-2013000178929-0,3,109397.0
1001-2013000178929-033501,29,F,679361.57661,4825047.880704001,,33158.0,2,18.0,1001-2013000178929-0,3,109397.0
1001-2013000202866-034528,55,M,678869.4525045,4823387.1305835005,,40637.0,2,18.0,1001-2013000202866-0,3,116319.0
1001-2013000202866-034561,35,F,678869.4525045,4823387.1305835005,,32814.0,1,18.0,1001-2013000202866-0,3,116319.0
1001-2013000359041-137905,62,M,678869.4525045,4823387.1305835005,,79781.0,0,18.0,1001-2013000359041-1,5,112113.0
1001-2013000359041-138012,28,F,678869.4525045,4823387.1305835005,,19044.0,1,18.0,1001-2013000359041-1,5,112113.0
1001-2013000359041-138119,14,F,678869.4525045,4823387.1305835005,car,0.0,2,18.0,1001-2013000359041-1,5,112113.0
1001-2013000359041-138226,4,F,678869.4525045,4823387.1305835005,car,0.0,4,18.0,1001-2013000359041-1,5,112113.0
1001-2013000416193-039869,38,M,678869.4525045,4823387.1305835005,,31639.0,1,18.0,1001-2013000416193-0,4,85757.0
1001-2013000416193-039907,54,F,678869.4525045,4823387.1305835005,,0.0,0,18.0,1001-2013000416193-0,4,85757.0
1001-2013000416193-039945,20,F,678869.4525045,4823387.1305835005,,13789.0,2,18.0,1001-2013000416193-0,4,85757.0
1001-2013000485454-041573,55,F,678869.4525045,4823387.1305835005,,23793.0,1,18.0,1001-2013000485454-0,4,71897.0
1001-2013000485454-041612,44,M,678869.4525045,4823387.1305835005,,0.0,3,18.0,1001-2013000485454-0,4,71897.0
1001-2013000485454-041651,21,M,678869.4525045,4823387.1305835005,,36839.0,2,18.0,1001-2013000485454-0,4,71897.0
1001-2013000509270-042034,32,M,679230.539552,4823680.0896245,,36797.0,1,18.0,1001-2013000509270-0,3,139737.0
1001-2013000509270-042067,22,F,679230.539552,4823680.0896245,,27814.0,0,18.0,1001-2013000509270-0,3,139737.0
1001-2013000532687-242616,22,M,678869.4525045,4823387.1305835005,,21728.0,2,18.0,1001-2013000532687-2,5,215.0
1001-2013000532687-242784,10,M,678869.4525045,4823387.1305835005,car,0.0,4,18.0,1001-2013000532687-2,5,215.0
1001-2013000532687-242952,0,F,678869.4525045,4823387.1305835005,car,0.0,0,18.0,1001-2013000532687-2,5,215.0
1001-2013000532687-243120,14,M,678869.4525045,4823387.1305835005,car,16366.0,3,18.0,1001-2013000532687-2,5,215.0
1001-2013000532687-243288,61,F,678869.4525045,4823387.1305835005,,0.0,1,18.0,1001-2013000532687-2,5,215.0
1001-2013000532687-342617,27,M,679230.539552,4823680.0896245,,31383.0,3,18.0,1001-2013000532687-3,5,124390.0
1001-2013000532687-342785,0,M,679230.539552,4823680.0896245,car,0.0,2,18.0,1001-2013000532687-3,5,124390.0
1001-2013000532687-342953,3,F,679230.539552,4823680.0896245,car,0.0,1,18.0,1001-2013000532687-3,5,124390.0
1001-2013000532687-343121,3,M,679230.539552,4823680.0896245,car,0.0,5,18.0,1001-2013000532687-3,5,124390.0
1001-2013000532687-343289,62,F,679230.539552,4823680.0896245,,4848.0,0,18.0,1001-2013000532687-3,5,124390.0
1001-2013000564255-043666,30,F,678869.4525045,4823387.1305835005,,24898.0,1,18.0,1001-2013000564255-0,2,33621.0
1001-2013000620807-045166,23,F,678869.4525045,4823387.1305835005,,3199.0,0,18.0,1001-2013000620807-0,4,138486.0
1001-2013000620807-045200,28,M,678869.4525045,4823387.1305835005,,34689.0,2,18.0,1001-2013000620807-0,4,138486.0
1001-2013000620807-045234,12,M,678869.4525045,4823387.1305835005,car,0.0,1,18.0,1001-2013000620807-0,4,138486.0
1001-2013000635769-045306,63,M,679284.4543925,4825109.1272805,,42746.0,1,18.0,1001-2013000635769-0,2,8212.0
1001-2013000663329-145773,38,F,679230.539552,4823680.0896245,,0.0,0,18.0,1001-2013000663329-1,2,6439.0
1001-2013000663889-045850,61,M,679361.57661,4825047.880704001,,24201.0,0,18.0,1001-2013000663889-0,5,62908.0
1001-2013000663889-045894,41,F,679284.4543925,4825109.1272805,,10647.0,1,18.0,1001-2013000663889-0,5,62908.0
1001-2013000663889-045938,1,M,679361.57661,4825047.880704001,car,0.0,5,18.0,1001-2013000663889-0,5,62908.0
1001-2013000663889-045982,10,M,679361.57661,4825047.880704001,car,0.0,3,18.0,1001-2013000663889-0,5,62908.0
1001-2013000663889-046026,14,F,679361.57661,4825047.880704001,car,0.0,2,18.0,1001-2013000663889-0,5,62908.0
1001-2013000668727-146179,36,M,678869.4525045,4823387.1305835005,,61445.0,1,18.0,1001-2013000668727-1,4,100398.0
1001-2013000668727-146304,51,F,678869.4525045,4823387.1305835005,,0.0,3,18.0,1001-2013000668727-1,4,100398.0
1001-2013000668727-146429,6,F,678869.4525045,4823387.1305835005,car,0.0,2,18.0,1001-2013000668727-1,4,100398.0
1001-2013000703874-047161,27,M,679230.539552,4823680.0896245,,66908.0,3,18.0,1001-2013000703874-0,4,134672.0
1001-2013000703874-047195,21,F,679230.539552,4823680.0896245,,7415.0,0,18.0,1001-2013000703874-0,4,134672.0
1001-2013000703874-047229,16,F,679230.539552,4823680.0896245,,0.0,1,18.0,1001-2013000703874-0,4,134672.0
1001-2013001059260-052744,38,F,678869.4525045,4823387.1305835005,,18181.0,4,18.0,1001-2013001059260-0,5,29512.0
1001-2013001059260-052787,57,M,678869.4525045,4823387.1305835005,,8688.0,2,18.0,1001-2013001059260-0,5,29512.0
1001-2013001059260-052830,23,M,678869.4525045,4823387.1305835005,,15024.0,1,18.0,1001-2013001059260-0,5,29512.0
1001-2013001059260-052873,31,M,678869.4525045,4823387.1305835005,,41561.0,0,18.0,1001-2013001059260-0,5,29512.0
1001-2013001097023-053362,29,F,679361.57661,4825047.880704001,,17263.0,2,18.0,1001-2013001097023-0,5,93697.0
1001-2013001097023-053399,7,M,679361.57661,4825047.880704001,car,0.0,3,18.0,1001-2013001097023-0,5,93697.0
1001-2013001097023-053436,2,F,679361.57661,4825047.880704001,car,0.0,0,18.0,1001-2013001097023-0,5,93697.0
1001-2013001097023-053473,6,F,679284.4543925,4825109.1272805,car,0.0,5,18.0,1001-2013001097023-0,5,93697.0
1001-2013001097023-053510,0,M,679361.57661,4825047.880704001,car,0.0,4,18.0,1001-2013001097023-0,5,93697.0
1001-2013001141014-054022,73,F,679230.539552,4823680.0896245,,88057.0,2,18.0,1001-2013001141014-0,3,74274.0
1001-2013001141014-054069,68,M,679230.539552,4823680.0896245,,15829.0,1,18.0,1001-2013001141014-0,3,74274.0
1001-2013001153397-054114,26,F,679284.4543925,4825109.1272805,,3967.0,2,18.0,1001-2013001153397-0,3,20494.0
1001-2013001153397-054154,18,F,679361.57661,4825047.880704001,,12325.0,0,18.0,1001-2013001153397-0,3,20494.0
1001-2013001157196-054395,33,M,679361.57661,4825047.880704001,,51533.0,3,18.0,1001-2013001157196-0,5,138350.0
1001-2013001157196-054449,31,F,679361.57661,4825047.880704001,,30115.0,2,18.0,1001-2013001157196-0,5,138350.0
1001-2013001157196-054503,8,F,679361.57661,4825047.880704001,car,0.0,5,18.0,1001-2013001157196-0,5,138350.0
1001-2013001157196-054557,14,M,679361.57661,4825047.880704001,car,0.0,4,18.0,1001-2013001157196-0,5,138350.0
1001-2013001157196-054611,12,M,679284.4543925,4825109.1272805,car,0.0,0,18.0,1001-2013001157196-0,5,138350.0
1001-2013001182836-054999,46,M,678869.4525045,4823387.1305835005,,14675.0,1,18.0,1001-2013001182836-0,3,25879.0
1001-2013001182836-055042,42,F,678869.4525045,4823387.1305835005,,4882.0,0,18.0,1001-2013001182836-0,3,25879.0
1001-2013001232881-056282,55,M,679361.57661,4825047.880704001,,68768.0,4,18.0,1001-2013001232881-0,5,104021.0
1001-2013001232881-056322,29,F,679361.57661,4825047.880704001,,65685.0,0,18.0,1001-2013001232881-0,5,104021.0
1001-2013001232881-056362,16,M,679284.4543925,4825109.1272805,,0.0,1,18.0,1001-2013001232881-0,5,104021.0
1001-2013001232881-056402,10,M,679361.57661,4825047.880704001,car,0.0,3,18.0,1001-2013001232881-0,5,104021.0
1001-2013001243576-056469,37,F,679230.539552,4823680.0896245,,15720.0,1,18.0,1001-2013001243576-0,3,71384.0
1001-2013001243576-056507,42,M,679230.539552,4823680.0896245,,72577.0,2,18.0,1001-2013001243576-0,3,71384.0
1001-2013001265087-056661,27,M,679284.4543925,4825109.1272805,,11976.0,1,18.0,1001-2013001265087-0,3,83357.0
1001-2013001265087-056698,24,F,679361.57661,4825047.880704001,,118709.0,0,18.0,1001-2013001265087-0,3,83357.0
1001-2013001287092-057192,59,F,679230.539552,4823680.0896245,,0.0,1,18.0,1001-2013001287092-0,2,17699.0
1001-2013001394719-058787,51,M,679247.089501,4823571.183918,,28306.0,1,18.0,1001-2013001394719-0,2,28371.0
1001-2013001480539-060339,45,M,678869.4525045,4823387.1305835005,,40659.0,2,18.0,1001-2013001480539-0,3,4336.0
1001-2013001480539-060383,50,F,678869.4525045,4823387.1305835005,,0.0,1,18.0,1001-2013001480539-0,3,4336.0
1001-2013001488063-060581,73,M,679803.9868685,4823541.669526501,,0.0,2,18.0,1001-2013001488063-0,3,145072.0
1001-2013001488063-060655,61,F,679803.9868685,4823541.669526501,,0.0,1,18.0,1001-2013001488063-0,3,145072.0
1001-2013001492343-060717,42,F,679230.539552,4823680.0896245,,12608.0,3,18.0,1001-2013001492343-0,5,128315.0
1001-2013001492343-060761,60,M,679230.539552,4823680.0896245,,133483.0,1,18.0,1001-2013001492343-0,5,128315.0
1001-2013001492343-060805,12,F,679230.539552,4823680.0896245,car,0.0,2,18.0,1001-2013001492343-0,5,128315.0
1001-2013001492343-060849,13,M,679230.539552,4823680.0896245,car,0.0,4,18.0,1001-2013001492343-0,5,128315.0
1001-2014000004459-060963,65,F,678869.4525045,4823387.1305835005,,0.0,1,18.0,1001-2014000004459-0,2,15260.0
1001-2014000036459-061474,32,F,678869.4525045,4823387.1305835005,,36544.0,1,18.0,1001-2014000036459-0,3,67672.0
1001-2014000036459-061505,14,M,678869.4525045,4823387.1305835005,car,0.0,2,18.0,1001-2014000036459-0,3,67672.0
1001-2014000053367-061968,53,M,678869.4525045,4823387.1305835005,,0.0,0,18.0,1001-2014000053367-0,5,136727.0
1001-2014000053367-062086,30,F,678869.4525045,4823387.1305835005,,0.0,3,18.0,1001-2014000053367-0,5,136727.0
1001-2014000053367-062204,8,M,678869.4525045,4823387.1305835005,car,0.0,1,18.0,1001-2014000053367-0,5,136727.0
1001-2014000053367-062322,5,M,678869.4525045,4823387.1305835005,car,0.0,2,18.0,1001-2014000053367-0,5,136727.0
1001-2014000071001-062590,73,F,678869.4525045,4823387.1305835005,,0.0,0,18.0,1001-2014000071001-0,2,2326.0
1001-2014000120399-064182,65,M,679284.4543925,4825109.1272805,,18194.0,1,18.0,1001-2014000120399-0,2,21997.0
